order_id,creation_date,order_value,country_id,status_id,category_id
Jd9/2KJt1fg8FsuKQvslLMiZ3iJK/TuC5upjXf6hCUo=,24.05.20,37.57322176,1,2,2
LJci4F4nRdwvrGm5JZFEzicqdBvy9cH+ILW/ZWN2otY=,30.04.20,142.1757322,1,1,1
mZ07xj8FD1egYzdm+20ucM+pcc1jhqKRo9RE7CGSLdw=,27.05.20,66.86192469,1,1,2
Jncnd8G+4OJ7SchAxBcPPfD+lljS0mOfwBnBIX1VH2I=,19.05.20,50.12552301,1,1,5
kKfsgV8Pn2JSloxKPcsy5BAJ5kWAWzNV5AsZa/TABRI=,30.03.20,23.34728033,1,1,1
RNERXPTDLD6qu18HcuzzqpugbSPTOZZPQnrOAJfviK8=,09.04.20,29.20502092,2,1,1
5a+DPcmmWGpPslBLv7nJmOeWKEQDeU+LR4Nq4jdHi1E=,13.04.20,16.65271967,1,2,2
H4Ljz+DWWNVsqJTW/DEpEB2QCbeX4iZRqBpA/ubHWnw=,28.03.20,50.12552301,1,1,2
lTtr4k1JuaNo1HwFZthfEm8wJ3WO5+vLPCik6DuSkP8=,23.03.20,52.46861925,1,1,2
JceUDOv4/GGpk0Wswx+ujd4GSU/up0A7FoGKaA5VOM8=,12.03.20,41.75732218,1,2,1
+ipayVJ7y39a2jcf1khj/+l8DxipOq+KjUqH0vnwiWA=,21.04.20,83.59832636,1,2,2
8KV1VOuC1JO9YDwPQz70g8UD9aRVxlRcdbuh1es9acI=,06.03.20,29.20502092,1,1,1
uF0uUaXm5f/9nktfMgJWmAz9m6ZOGoas9/0jPr+bg70=,14.04.20,87.61506276,1,2,1
HWMosMSXuBcf83IEptQ4Fo8f2yhRuxlrHDVoWdVGHy0=,13.03.20,37.57322176,1,1,1
N8r8pvR2J7RQcAJDzUCP68WAI0FBzRgb2pa7bipr9HM=,10.05.20,27.53138075,1,1,4
cLc2UH0qr8NDwG/soH8fFKjwoypSYugRURm9X61pUoU=,24.03.20,50.041841,1,1,1
yzh64WnIrg6tjI4ZX+zjTWz7gZEQPcMjnzBFRIB0WAo=,06.03.20,25.0209205,1,1,1
dI8MEOax/UEEnxFQ6Hg0Sp/WC6J43MDjULCBI3KdsLI=,30.03.20,33.38912134,1,2,2
+oHNon7mSO4KnbRN5RP+T1sgzjfFExjR1UTjbRq7/BQ=,20.03.20,20.83682008,1,1,1
h+Nt/FgwjkmzYRYHSHz349cwBECqbbJ3q2BdU24U++E=,05.03.20,23.34728033,1,1,2
C/0m1voPG1kO7tjMMdoCI1cGvAnIO3cQzr3T9j6dR+I=,23.03.20,54.30962343,1,2,3
XDmaYsZKUQDO/hzEzedGPI+LINYrfsW6h7KK1LloJM4=,26.03.20,75.23012552,1,2,1
IxFniA9fLNRP4LBYmIkP/3DSG1ROpE5gnaFf+4e/2H4=,01.03.20,20.83682008,1,1,5
+OiJqeGUoGdd5RFhtXbZ4fQEQI9qK3NKSl5pgnmMqhk=,25.03.20,45.94142259,1,2,2
y4+c8CW8DYjBUZbmCucqCukeRpArZxv3giJum812ECg=,06.04.20,37.57322176,1,1,1
VgDfhM9itCfudElSg02/6xjdEChdfLeRpv2StLaRazQ=,06.05.20,50.12552301,1,1,1
jVgtqNNTVuLDu0+cUJhab8QZ4XXsuFvgiBfNPR5KoIQ=,26.03.20,109.2887029,1,1,1
lB9AABsD8hEFlFJvKHppgc0AojPUKZTE0ll0QfVOX2s=,23.04.20,8.284518828,1,1,1
0/H5/urgDpbuTRsiILYOcqawNznR+5d6/WuwPmfxasc=,31.03.20,66.86192469,1,1,1
/11iLlOyxB7nIWsihB6s177afpCMA0705VHqxec1HuM=,18.05.20,14.9790795,1,1,2
dOOoXscPWmtH5G5whvllvm1K9VY+fSPlUhAvPEeClpY=,01.03.20,66.86192469,1,1,1
KqSfMd2qG2AeTr8DarVhnQarKJ3loHTISE3z6vP7kQ0=,18.04.20,12.46861925,1,1,1
Ji704cvf4WxBLBcQx/iwwLSHI+Ef5ylFDrRdGjEJnYA=,28.05.20,14.9790795,1,1,1
ZSxlOg+M1fBgu29Fzp7KvLRvTL4SJL9QLwQoCmEZLrU=,08.04.20,41.75732218,1,2,1
tCZkdFE27ZhEw5RvYK2EQSrFxWyb99Q1lvrPGE4cxVc=,22.03.20,12.46861925,1,1,1
lZEr5CWypvmADlt2Q8eFM/52jbyQffEVwtv2yPtAIck=,07.04.20,133.8075314,1,1,1
Y58fw3cVBgoOCebq8U5zed88a4p1BoZfD6rQdJl7vwY=,18.05.20,66.86192469,1,1,1
+dGQRHTsX79oW+jNEOqLD4zU/knfdIouwjeVNhdUU6I=,27.03.20,29.20502092,1,1,1
RVCp0N5ug7NITarvg53Lb8lIqFMVz0k/i4hbg/rysjY=,03.03.20,117.0711297,1,1,2
m2DKncJPaEDcBR02f5Gda9BZBuoGIYP4CMrzA9T3u2I=,03.05.20,20.83682008,1,2,2
wyOcEL8y8MfA7bJhalEijlrYFu9j/zcEhr81e0Ogtec=,28.03.20,50.12552301,1,1,1
RdEQltfL654fbkmUDEEUcwb8fCkfmCJORkogzQMC964=,14.03.20,29.20502092,1,1,1
REvZ4Tf6e2/2/yP6A9egWw2C0+X5hmMFRlD8trnGpBU=,28.03.20,50.12552301,1,1,1
wEx6skWKj6mtpGMKzdRqT+JXnneCo1czvTmmFdXx4uE=,13.05.20,14.9790795,1,2,1
G5T69p52TQ4DoJY5cVyVeDSh49DJBuzU57OzP21c0b4=,15.03.20,25.0209205,1,1,1
uPCZrj30WuyRB51+XN7/l0zF0I4DnYZ7vVDy8/AgNIY=,13.03.20,50.12552301,1,1,2
XeFiFrw5XoKhkkkP3aW+Y0PHC4Ol1b9dTH8aAjnrab0=,15.04.20,117.0711297,1,1,2
cnw0NpoYtEDDrBGrg+b9XaeuoD5F/G75NsV2tHRiMYE=,27.04.20,33.38912134,1,1,2
SMPkaenR3G+JsK5uOma5NMS+Y9zeSRLZc1+3h14oLWM=,21.04.20,83.59832636,1,2,2
sF0iSYjjkNMfF8qe871Q2mQCj1xQV6Kvdv6MgeCUyaU=,29.04.20,100.334728,1,1,2
XDt/yh94N5JctLsE1uYeHb4BwLdkMAUV+Q/7gadSgAI=,25.03.20,35.81589958,1,1,1
n0I0gZ6sax4ZDJOjFMCYkMtJnxWcB8kWOK7b9uAc2sw=,18.04.20,19.16317992,1,1,1
lLG5kElVPdtEIGvGRE2nojTSRq2oygiGWExafKLM5Gw=,21.05.20,12.46861925,1,1,4
avTzd1QIX99hbcilwtp3VG0mC0GAoI67/rCi8t01Y0Y=,18.03.20,58.49372385,1,2,1
2jv1ARUgk/KWsPNwO+MdXr2XKNoKjk75RCVZ5kOiRso=,16.04.20,27.53138075,1,1,2
YcQqeamqnEd5nsA01R2od7E2DD0cnl6HC9DL7wAjIJA=,29.05.20,100.334728,1,2,4
0IydFwxb84heMVUqsb7EdepJodxp8jpl17CTzDdwUb4=,13.03.20,50.12552301,1,2,1
cdqst1PwrnNSGLe6/YBHcXnMKkEjMIFgGVEDgZ8NzMo=,03.04.20,50.12552301,1,2,1
8Zf/215OWOeQup9WWeAPD/K8rDAd/XyJ9v5i2SjUcy8=,05.03.20,41.75732218,1,1,1
DmOIWAbjVQseFCwZ1QAn7yiVVbDLofHJ5ih8xQWq0m0=,09.04.20,38.32635983,1,1,5
+bqiOlKQwv1JpV01JO8T20f9yX8Puza3mBqdzywXStY=,27.03.20,29.20502092,1,1,1
p/xvimbTl17QKPS2QP7xf0Jt3ZGWnc6+1zXa1prnqOs=,13.05.20,66.77824268,1,2,1
1HdlceSiUWGscR85aE81ddumFdlEStVnntVg+XOIh50=,18.04.20,27.53138075,1,1,1
GyJrpdAqxjZibWcJbcrKAIdKA54NAFuTN2G5EUCQOmE=,11.03.20,133.8075314,1,1,1
xLaT1t3gigxZKS6a2sqgoewR/PL6U0fEvkf82MlG8OY=,02.04.20,29.20502092,1,1,1
q/cXrtyl1Sntvhgw1OHElZn/CnW3OQ8azHG5rFB7DYo=,02.03.20,41.75732218,1,1,2
yQq7ws5vL9yu07mO3s9f4R9x2/AY2F+K9mvVpTI+ckE=,05.03.20,16.65271967,1,1,1
vQhz7pflKpz4q0gMOUPvC+nMhbu23Q6M6kuc2i6qOk8=,01.03.20,50.12552301,1,1,1
+cWVmDxsdBMxGlsIcvKh3EuCr1qvfBKAcfO8vF0lckI=,28.03.20,33.38912134,1,1,1
EKQ8Y/QbYWn/72p3z0QCUiPMiwTDfk6Aun/LS0nOUM8=,03.03.20,25.0209205,1,1,2
3kseekLTKOk6BpFw/kE07Ats7yRvjSMst2bs9Rz2PVc=,18.05.20,12.46861925,1,2,2
JJUnli+niPNmxUD8mScT92gBeO8YIZAVrRoEMqKXc1o=,14.03.20,66.86192469,1,1,1
XigzsQG/mw1MVmHFHP7ENWIKn0E+IT8LU9vTNWbpQBk=,07.04.20,20.83682008,1,1,1
44MqUPmXR7ADfuNgbVMxPDUUYfa9bRS+OG/YtTy7lvI=,18.05.20,23.34728033,1,1,4
ewG64+PAONuq+t3EZDc7QxcLVPsZyr+USs5afvycmQA=,15.04.20,12.46861925,1,1,2
MAW4Zj74hRYR7b8a7f4MDvJtR1U8wZfhq/MQALdsEPw=,13.03.20,25.0209205,1,1,2
wenQA0hbNn+H6w2kPwTQcDCBOW3KdIE9Q502tg7P4dc=,26.05.20,83.59832636,1,2,4
KJC++oUyM6ZzaxJIqwx9bhprrgvLClOxpfZKgpKg1IM=,10.03.20,37.57322176,1,2,1
KtpOzxi1NKFVFdtaWT6dt4vMWKFeupO5Qcp3K/f8GLw=,18.04.20,33.38912134,1,2,1
hcdq58+OyvAwP7PQXZ2xdCP++PFgj15TwTYaJQH/2nA=,14.04.20,41.75732218,1,1,1
vnamABS/qCQL+VLmmPWMOVL6bbO78J/9UfIbIUEBFdM=,07.05.20,83.59832636,1,2,2
Tj+4iGmMrBOXmjqCM1WhR5pT0VLe217VHxJZliVTVb8=,03.04.20,29.20502092,1,1,1
dfZW/IwGFBxknuyRXtm+rwp54SJ8D9Lo7aDnvC5OfWk=,20.04.20,29.20502092,1,1,1
6uy2kA6/VYqmtwZmnoArK5KgOO8sqAkJmAyT0wFszAE=,07.04.20,45.94142259,1,1,2
OCc6nptDK3kpl/48jt2xbycv0+6ErW7ViinOS7zpLTo=,23.03.20,54.22594142,1,1,1
LrcRyhwP95RjupiH+l64+muPQkT0IpQJy5C3yzTFoNI=,02.03.20,54.22594142,1,1,1
mY5n0ZycX6/1kYAO9hYGOrnnwSpFKdW5RywZ6rt7W0o=,25.05.20,41.75732218,1,1,2
0w7gQXp3KEt/QCtgEGd7lvfTmM3Q2D65Fors3fp+Btc=,28.03.20,20.83682008,1,1,1
VImLjHuL3uYMalgR7Nyedw4DBFX/FtUJp+HbBOdh7lk=,29.05.20,29.20502092,1,1,1
o/i32DP7GoHiM/G/ZjfLwxXaEvO1VnpzgalHULuB5vk=,18.03.20,16.65271967,1,1,1
Xo3UWOBF5e7QyqIVQyPvSHdMjWR6fxCCLHRRp1Am6Z0=,03.04.20,37.57322176,1,1,1
5aViIsQPigCWvE332RNrJ4O6+RkAuITRqDNlglitHWM=,12.05.20,77.65690377,1,1,3
D7XBzTeMdlNsoDwyknvnuxt5IH09OkX4TrmKLdzKxC0=,06.04.20,66.86192469,1,2,1
pKoD05Ur9PKcmlR4L1CJ7XRW3Jie39jF1So/7w6TZUU=,03.05.20,16.65271967,1,2,2
4d9uAIKDA6ipz6SnYvsyf9+Hy7nC3CbZhPvX9l9f6Uk=,07.04.20,29.20502092,1,1,1
TqVd4Awzm0unORjVb8KtyDv+wyOWCCJkUZlgKKcYroQ=,17.05.20,12.46861925,1,1,1
MSSxg+rAx/K+8JQbDx/1iL5aCKbQtLTzE1CqILgLA0I=,20.05.20,100.334728,1,1,2
skHU/QQJSAshhpZspiKORiYza6XffkXas8quo749QIU=,23.04.20,23.34728033,1,1,2
fiCMdoMJqSw2EYGF4/ZNoYPsPT69G94vOX5DuFEhDnc=,06.05.20,33.38912134,1,3,1
xgwQ60jKXMUiHRFNdshxhDei5VBy4A2IXiWW+agJZPU=,03.05.20,133.8075314,1,1,1
sfrxesiWwUSX9v6hSgy4gVkZEzfjPKsW2qo41g9/jzk=,27.03.20,66.86192469,1,1,1
+FwvttB/wTDFVrtenUBy52lXzlhTbWR0uCCaajfhQxw=,20.05.20,158.9121339,1,1,2
0af+Q4lpfP9O1feq5ExciwkxmNUUXYlwglNlinYH8UQ=,30.03.20,19.16317992,1,1,1
blMo1jR50x4MLbRjjYDvu+Psb1/ylPb2Q2mJaFS1QhE=,08.03.20,14.9790795,1,1,1
Z5Jyam1HjDtdlH+MDBd/v8/PLS5WtaE4qm3DzS2vSMs=,03.03.20,41.75732218,1,2,1
XnroPGNQ+4lt1NTmSPpUAXTSd9CPhbV8LzFzifouOGM=,01.05.20,100.334728,1,1,2
k/K6rq71/cZG7QveSox7uMMdT0UUsXv7WpYacNkJEKI=,31.03.20,66.86192469,1,1,1
6zs/w9w6fLF8K6sBSQG1VBfbckVk1FkHhixcOBr/++g=,14.04.20,41.75732218,1,1,1
wigL6nCc6Afhol2wPrwTSBLh8uLk4hzFuUQ3EP/s2AQ=,03.03.20,45.94142259,1,1,2
to0kjtM333I1qHKNyooL3wwDIBWl5tE59kPQ7pRDN9A=,25.05.20,58.49372385,1,2,1
YrKmt9AscCfEUCUAM99yE4G4aHftfp5vXV8rqclIFno=,30.05.20,12.46861925,1,1,1
txWxn+77k9BgwMSBBOZJI1Zs9cijwh5QjH0yooUj8sI=,06.04.20,50.12552301,1,2,3
2q6ehJhz+3S6I93XYPeJZYjNsP55JzhKKoaUw+8Qnp4=,21.04.20,37.57322176,1,1,1
uytm0aQsvUUQNEna/7Yl5CUikJUmY09nKzzvYUN0GlU=,17.04.20,50.12552301,1,1,2
5Iw9lJtpVUBHQPJuLPDlJ3idmti0fB4NZKN45FwMiGk=,28.04.20,8.284518828,1,1,5
JAN7OWnW+94vkBQeXFkxTO1WS13jhnpCSbA3fKOYzV0=,17.03.20,16.65271967,1,1,1
Va/Qq9sUlZJRKE8fTJo6zvRod8XqPr4yjg8QkpD4VgE=,07.04.20,10.79497908,1,1,1
dFrif7ZWYLUq15b+o5BK5IrSY7VG7P2olkxsWPClNDE=,01.04.20,33.38912134,1,1,1
tWNyrhaJwX57PxQx+2qje6jt1cmZNZP/3ZDh25oG++I=,28.03.20,41.75732218,1,1,1
CcPZrFT38ZFkRp8eO/WgZeR/QXV/hTyv69O3fihZ2Gc=,30.05.20,58.49372385,1,1,1
J8nuYdXzRhZRYwcN+DZmGC8qgjXGAJmz36AButImG+A=,18.05.20,32.38493724,1,1,1
3zAFu+t4/HguGuA1DhGC3N4KCEYGsHsmRYX/9CItKMs=,25.03.20,50.12552301,1,1,2
evu4aOrKGa/Z4vpbkSqO2QDI3iDwhaECwMHMdK3h7IA=,17.03.20,33.38912134,1,1,1
G/y6/4EJzfYU4lw13Kcj555BMzFyVpXenZjIu5bleyk=,21.05.20,29.20502092,1,1,1
WfiUi7IUU68jSLwQ/vbpLfkdHacr8YR7gvCBUoFTwTM=,16.05.20,13.22175732,1,1,1
eWQkUSL3HgagEZhIpkIdoCSA9em0xu0p/8s0f1x2s50=,09.04.20,24.93723849,1,1,2
saY5dRSCNgbJnaxaCiVA5J4VO8TDpdDEWYPkJIbnHSU=,16.04.20,83.59832636,1,2,1
9XFjIuj8OnnpuhwDU45Yhq2lgXX1THWejA/UnS1dKtY=,14.05.20,41.75732218,1,1,1
s/qxpgp9VIaYtneT78hDmiamoueES3cLxH1kqg9HhLU=,18.03.20,8.284518828,1,1,1
ZAhtWlyhLxH0eAIzoP+7qogIEZT1biU840WNV0aFRxE=,16.05.20,117.0711297,1,2,1
UO5Cj94OsEuOKOkDPRCw6U6uz5moZ6pkSsxwRWspegk=,11.05.20,45.85774059,1,1,2
ngX51qLuu+CC+1N+8H6fWywmxh0bIilWhJoW72HbdUg=,25.05.20,100.334728,1,2,1
8jc0xQFxnDuuimLNy5nXsVgT1AQh9UapXf0XR+lWrrI=,14.05.20,58.49372385,1,1,1
srLDgNDvOmRMQwPlvx8nlZRT+Npk4RyzfjNrxeyrIBY=,14.03.20,27.53138075,1,1,1
XflxeTjQI4IbkOY+QUwdLlZCOLmenJfFe3puu27lHA4=,03.05.20,16.65271967,1,1,1
RLU5IN+1FdQ6Er2lYL28GA+d6pql903Lw0KqfdUzXpQ=,01.05.20,35.81589958,1,1,1
glitFiiBcwa4NNKhae/hgIoLKBGnSqJzYOhdYY5IhR8=,19.03.20,38.24267782,1,1,1
RBnmbCuzb059IxhFa2apRZMlLt4DgC8CLWra3VsfVso=,23.04.20,117.0711297,1,1,2
cnVdPkFmBOej/j6kSnV3sliqtpfGVvV8wDtDaLWK16k=,14.03.20,10.79497908,1,2,1
XeyGNGu76Wxg9vRq8zcElvr4F3HpyHwucyDnrtnAw8g=,03.04.20,150.5439331,1,1,1
bN2PsMJ3zicHuWkt5jQtjaVqtKsPdV/3o5EUwKWd4FE=,27.03.20,16.56903766,1,1,3
qXIfxTzu/1dNuCldzbyMYKf69jTZwSPK19e9d+aogbE=,14.05.20,16.65271967,1,2,2
YKW+Q678Ar1EcagvXlTtm5AE0YPq0YK8RF3Yl9pTC5E=,12.03.20,50.12552301,1,1,1
I1vii587Y0+lZMz0cPM2Ya5SREpFFb4OWcBAKzrPME8=,05.03.20,20.75313808,1,1,1
aJHOpsvAne0Rg7oLtqji4oHFfUgq41jf9OGSsbV8gxs=,25.03.20,37.57322176,1,1,2
SpnUtF+LxJ1XYgMNXcGEypPom6fNsDr6EV74shzJEXo=,23.03.20,50.12552301,1,1,1
QrHSu1CZy1GYWrPclNEFFUyhzW5DGP1sKGcKxvRJ2JE=,27.04.20,41.75732218,1,1,1
l2E9O7N+nHm2yjD7aimEj44ih7GPoY5r4kbmGrXh5Q4=,28.03.20,16.65271967,1,2,1
P0iyv+cgtzhKOeaCIXMSFExIPxdiujrBqg+lcZ2SJVk=,04.04.20,33.38912134,1,1,1
YmNu0eQagHnW94nYlQMNeHwjbpsN7wiWhzQe3ArQc4U=,22.04.20,33.38912134,1,1,1
Y01xKeMzDNEQsuNgH7gqltJUKTdXsRqiuExdkFriZ48=,28.05.20,133.8075314,1,2,2
iM9akNFexXAIcqkX+yLwPxFXdXuy5BdqoUuqxFdwCXo=,07.03.20,12.46861925,1,1,2
YtFcAXaUJ/5ovaZSWzyP1rOTiD9mkfbNRV2T/RjrDKE=,16.04.20,33.38912134,1,2,1
AsSGmxLn5xkx9YPUXWJX+wEReXheALFSqS3oB3zFgA0=,05.05.20,58.49372385,1,1,2
JHy4/Yn79+U/L/9fwWBeg0KrRUE7e8H/+xYILUQjoXc=,14.04.20,23.34728033,1,1,1
z0LVuhExpbCgSBurn+WaAATWWqCnS7EINYHLk1lzLsk=,04.04.20,21.58995816,1,1,2
o7qUxP+/UuusFFjuqwhhtAKqTKSZ/eT3s/uP2WHTCqc=,25.05.20,133.8075314,1,1,1
zs/7fKKJ6yuTA3rULMh8yKq4cuP66CKKLJZPdeXkUPQ=,04.05.20,29.958159,1,1,1
MMI5DKM7Q58ARhPiMMc8W6SXCErK4TaQaauH6vaKbss=,07.03.20,19.16317992,1,1,1
Y7jkvTUd3HdMCSylYwDyKpn28A2cyRqvraOLfQ8OOFI=,13.05.20,29.20502092,1,1,4
fhsaXTXbNpbuznhQZHqNhr5NXCwP39S4p4udUDxR5kY=,16.05.20,58.49372385,1,1,4
Dm1nzTeJTIt4mfMNQSVAj1NPTsJQgf7MoQF4qhyK7Do=,27.05.20,8.284518828,1,2,1
V3mGoKXXcnrop3/TL7ijBW/P0XO+3ygxvj4cxl6XzlI=,07.04.20,33.38912134,1,1,1
qwkVtqd9PoPfYfVEBCLU0cYrMDebVafK6/JKMo0iJOY=,24.03.20,37.57322176,1,1,1
Lk1T9di+BRxR5tvESfstRRItpa3L3QGA7QsYJNdUk24=,04.03.20,27.53138075,1,1,2
mWPrisWvH6/QGqbHiTvX0i78MmVUeglIYPQGZ1QImrc=,08.03.20,41.75732218,1,1,1
4QIyZEHrFh8nvPYRjty+VQOAT833P9wfxim92vCNQWM=,02.04.20,19.16317992,1,1,1
HADh9oJn+IsQrPBpBpZkGC/1GHEGKzLqV9fGis4EUNk=,16.04.20,12.46861925,1,1,1
/+b4jNIYJR37mxlheJxkrB4nhjB1MpacnuuJLlb5eys=,24.05.20,10.79497908,1,1,1
2W6RoBU9cRvjbf2VsnP3vB7m8TNLdicaBaGjFlui2Mw=,14.04.20,66.86192469,1,1,1
l2d013pb23Ixn04qEWcdFOHRMzxNU3SgJygnyRaYnJI=,27.03.20,25.0209205,1,1,2
gsFN4EXSgqORDGYd41UaTg3S/jwkk46lwrILXbga4dM=,24.04.20,192.3012552,1,1,2
zWqEzc0o4wk18YD1cED20wnU31K/s8Ras/jY7UsKO/k=,22.03.20,29.20502092,1,2,1
5UX4ua1Y6yKLYf8Jjascxq65nIFNNNeFahrXOYujtc4=,19.03.20,83.59832636,1,1,1
XhU3G/CAceLNKmvIMKiQH+TUVYLlYGlLJs6AB7BbzXw=,26.03.20,33.38912134,1,2,2
TXvGE0zxUf3eTQI8wWi1aYc0H48Azdz+5aJPgJgBjJo=,01.04.20,267.6150628,1,1,1
PVIHczb9UvtQ2dSNCUskKDdsUaf63GHOO5EhYTZ6tJw=,28.04.20,66.86192469,1,1,1
